run_id,condition,profile_id,class_level,term,learning_style,returned_rank,returned_topic,slug_match_type,slug_matched_value,slug_similarity,curr_match_type,curr_matched_value,curr_similarity,is_hallucinated
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,3,basic_operations,exact,basic_operations,1.0,borderline,Basic Operations on Whole Numbers and Decimals,0.9,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,4,decimals,exact,decimals,1.0,borderline,"Decimals, Fractions and Percentages",0.9,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,5,percentages,exact,percentages,1.0,borderline,"Decimals, Fractions and Percentages",0.9,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,6,ratio_and_proportion,exact,ratio_and_proportion,1.0,none,"Decimals, Fractions and Percentages",0.473,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,7,indices,exact,indices,1.0,none,Factors and Multiples,0.357,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,8,logarithms,exact,logarithms,1.0,none,Development of Numbers and Numerals,0.222,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,9,surds,exact,surds,1.0,none,Factors and Multiples,0.231,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,10,algebraic_expressions,exact,algebraic_expressions,1.0,none,"Decimals, Fractions and Percentages",0.321,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,11,linear_equations,exact,linear_equations,1.0,none,Number Base System,0.353,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,12,simultaneous_equations,exact,simultaneous_equations,1.0,none,Factors and Multiples,0.326,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,13,quadratic_equations,exact,quadratic_equations,1.0,none,Basic Operations on Whole Numbers and Decimals,0.338,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,14,inequalities,exact,inequalities,1.0,none,Factors and Multiples,0.424,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,15,polynomials,exact,polynomials,1.0,none,Basic Operations on Whole Numbers and Decimals,0.316,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,16,sets,exact,sets,1.0,none,Number Base System,0.273,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,17,logic,exact,logic,1.0,none,Factors and Multiples,0.154,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,18,plane_geometry,exact,plane_geometry,1.0,none,Number Base System,0.312,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,19,angles,exact,angles,1.0,none,Factors and Multiples,0.37,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,20,triangles,exact,triangles,1.0,none,Factors and Multiples,0.467,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,21,circles,exact,circles,1.0,none,Factors and Multiples,0.357,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,22,mensuration,exact,mensuration,1.0,none,"Decimals, Fractions and Percentages",0.348,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,23,coordinate_geometry,exact,coordinate_geometry,1.0,none,Factors and Multiples,0.3,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,24,vectors,exact,vectors,1.0,none,Factors and Multiples,0.357,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,25,statistics,exact,statistics,1.0,none,Factors and Multiples,0.323,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,26,probability,exact,probability,1.0,none,Number Base System,0.276,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,27,sequence_and_series,exact,sequence_and_series,1.0,none,Factors and Multiples,0.45,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,28,commercial_arithmetic,exact,commercial_arithmetic,1.0,none,Factors and Multiples,0.381,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,29,matrices,exact,matrices,1.0,none,Factors and Multiples,0.345,False
P1_jss1_visual__r3__grounded,grounded,P1_jss1_visual,JSS1,First,visual,30,trigonometry,exact,trigonometry,1.0,none,Basic Operations on Whole Numbers and Decimals,0.276,False
P1_jss1_visual__r3__ungrounded,ungrounded,P1_jss1_visual,JSS1,First,visual,1,fractions,exact,fractions,1.0,borderline,Fractions (1): Introduction and Equivalence,0.9,False
P1_jss1_visual__r3__ungrounded,ungrounded,P1_jss1_visual,JSS1,First,visual,2,numbers_and_numeration,exact,numbers_and_numeration,1.0,none,Development of Numbers and Numerals,0.632,False
P1_jss1_visual__r3__ungrounded,ungrounded,P1_jss1_visual,JSS1,First,visual,3,basic_operations,exact,basic_operations,1.0,borderline,Basic Operations on Whole Numbers and Decimals,0.9,False
P1_jss1_visual__r3__ungrounded,ungrounded,P1_jss1_visual,JSS1,First,visual,4,decimals,exact,decimals,1.0,borderline,"Decimals, Fractions and Percentages",0.9,False
P1_jss1_visual__r3__ungrounded,ungrounded,P1_jss1_visual,JSS1,First,visual,5,percentages,exact,percentages,1.0,borderline,"Decimals, Fractions and Percentages",0.9,False
P1_jss1_visual__r3__ungrounded_readable,ungrounded_readable,P1_jss1_visual,JSS1,First,visual,1,Numbers And Numeration,exact,numbers_and_numeration,1.0,none,Development of Numbers and Numerals,0.632,False
P1_jss1_visual__r3__ungrounded_readable,ungrounded_readable,P1_jss1_visual,JSS1,First,visual,2,Fractions,exact,fractions,1.0,borderline,Fractions (1): Introduction and Equivalence,0.9,False
P1_jss1_visual__r3__ungrounded_readable,ungrounded_readable,P1_jss1_visual,JSS1,First,visual,3,Decimals and Percentages,borderline,decimals,0.9,none,"Decimals, Fractions and Percentages",0.814,False
P1_jss1_visual__r3__ungrounded_readable,ungrounded_readable,P1_jss1_visual,JSS1,First,visual,4,Ratios and Proportional Relationships,none,ratio_and_proportion,0.702,none,"Decimals, Fractions and Percentages",0.472,True
P1_jss1_visual__r3__ungrounded_readable,ungrounded_readable,P1_jss1_visual,JSS1,First,visual,5,Basic Operations,exact,basic_operations,1.0,borderline,Basic Operations on Whole Numbers and Decimals,0.9,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,1,algebraic_expressions,exact,algebraic_expressions,1.0,borderline,Directed Numbers and Algebraic Expressions,0.9,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,2,ratio_and_proportion,exact,ratio_and_proportion,1.0,none,"Angles of Elevation and Depression, and Bearings",0.412,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,3,percentages,exact,percentages,1.0,none,Graphs of Linear Equations,0.324,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,4,indices,exact,indices,1.0,none,Directed Numbers and Algebraic Expressions,0.286,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,5,logarithms,exact,logarithms,1.0,none,Simple Equations and Linear Inequalities,0.28,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,6,surds,exact,surds,1.0,none,Graphs of Linear Equations,0.194,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,7,linear_equations,exact,linear_equations,1.0,borderline,Graphs of Linear Equations,0.9,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,8,simultaneous_equations,exact,simultaneous_equations,1.0,none,Graphs of Linear Equations,0.583,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,9,quadratic_equations,exact,quadratic_equations,1.0,none,Graphs of Linear Equations,0.578,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,10,inequalities,exact,inequalities,1.0,borderline,Simple Equations and Linear Inequalities,0.9,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,11,polynomials,exact,polynomials,1.0,none,Graphs of Linear Equations,0.324,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,12,sets,exact,sets,1.0,none,Graphs of Linear Equations,0.267,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,13,logic,exact,logic,1.0,none,Directed Numbers and Algebraic Expressions,0.17,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,14,plane_geometry,exact,plane_geometry,1.0,none,Graphs of Linear Equations,0.35,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,15,angles,exact,angles,1.0,borderline,"Plane Shapes, Scale Drawing and Angles in Polygons",0.9,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,16,triangles,exact,triangles,1.0,none,Simple Equations and Linear Inequalities,0.286,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,17,circles,exact,circles,1.0,none,Directed Numbers and Algebraic Expressions,0.245,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,18,mensuration,exact,mensuration,1.0,none,Graphs of Linear Equations,0.378,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,19,coordinate_geometry,exact,coordinate_geometry,1.0,none,Graphs of Linear Equations,0.267,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,20,vectors,exact,vectors,1.0,none,Graphs of Linear Equations,0.242,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,21,statistics,exact,statistics,1.0,none,Simple Equations and Linear Inequalities,0.32,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,22,probability,exact,probability,1.0,none,Graphs of Linear Equations,0.27,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,23,sequence_and_series,exact,sequence_and_series,1.0,none,Simple Equations and Linear Inequalities,0.508,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,24,commercial_arithmetic,exact,commercial_arithmetic,1.0,none,Graphs of Linear Equations,0.298,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,25,matrices,exact,matrices,1.0,none,Simple Equations and Linear Inequalities,0.292,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,26,trigonometry,exact,trigonometry,1.0,none,Simple Equations and Linear Inequalities,0.231,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,27,numbers_and_numeration,exact,numbers_and_numeration,1.0,none,Directed Numbers and Algebraic Expressions,0.562,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,28,basic_operations,exact,basic_operations,1.0,none,Graphs of Linear Equations,0.571,False
P2_jss2_auditory__r1__grounded,grounded,P2_jss2_auditory,JSS2,Second,auditory,29,decimals,exact,decimals,1.0,none,Directed Numbers and Algebraic Expressions,0.28,False
P2_jss2_auditory__r1__ungrounded,ungrounded,P2_jss2_auditory,JSS2,Second,auditory,1,algebraic_expressions,exact,algebraic_expressions,1.0,borderline,Directed Numbers and Algebraic Expressions,0.9,False
P2_jss2_auditory__r1__ungrounded,ungrounded,P2_jss2_auditory,JSS2,Second,auditory,2,ratio_and_proportion,exact,ratio_and_proportion,1.0,none,"Angles of Elevation and Depression, and Bearings",0.412,False
P2_jss2_auditory__r1__ungrounded,ungrounded,P2_jss2_auditory,JSS2,Second,auditory,3,percentages,exact,percentages,1.0,none,Graphs of Linear Equations,0.324,False
P2_jss2_auditory__r1__ungrounded,ungrounded,P2_jss2_auditory,JSS2,Second,auditory,4,equations,borderline,linear_equations,0.9,borderline,Simple Equations and Linear Inequalities,0.9,False
P2_jss2_auditory__r1__ungrounded,ungrounded,P2_jss2_auditory,JSS2,Second,auditory,5,graphing_linear_equations,borderline,linear_equations,0.9,borderline,Graphs of Linear Equations,0.863,False
P2_jss2_auditory__r1__ungrounded,ungrounded,P2_jss2_auditory,JSS2,Second,auditory,6,solving_linear_equations,borderline,linear_equations,0.9,none,Graphs of Linear Equations,0.76,False
P2_jss2_auditory__r1__ungrounded,ungrounded,P2_jss2_auditory,JSS2,Second,auditory,7,solving_linear_systems,none,logarithms,0.438,none,Graphs of Linear Equations,0.458,True
P2_jss2_auditory__r1__ungrounded,ungrounded,P2_jss2_auditory,JSS2,Second,auditory,8,linear_functions,none,linear_equations,0.812,none,Graphs of Linear Equations,0.619,True
